Bureau ID,Date,Location,Strike ID,Time,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Long Summary,Related ID,Notes
Ob70,14-Feb-10,Mir Ali,152,30-Dec-99,North Waziristan,,,,7,7,7,,,,Unknown,4,4,4,,,,,"Three alleged militants killed in strike on house and car in Mir Ali, North Waziristan.","The house of Khanadan Khan Dawar was attacked.  Seven alleged militants (reportedly four â€˜foreignersâ€™ and three locals) were killed and four people injured. A car was also destroyed. Mir Ali, North Waziristan.",,
Ob71,15-Feb-10,Tappi,153,,North Waziristan,,,,4,5,4-5,1 Taliban,,,Unknown,,,Unknown,,,,,"Abdul Haq al-Turkistani, leader of militant group the Turkistani Islamic Party among up to five killed in attack on car in Tappi, North Waziristan.","Up to five killed in a destroyed car including   Abdul Haq al-Turkistani, leader of militant group the Turkistani Islamic Party.  Tappi, North Waziristan.",,
Ob72,17-Feb-10,Tabbi,154,,North Waziristan,,,,4,4,4,,,,Unknown,2,3,2-3,,,,,Al Qaeda operative Shaikh Mansoor among four killed in strike on guesthouse.,"Four were killed and two injured at a Taliban guest-house reportedly owned by Sakhi Badshah. Al Qaedaâ€™s Shaikh Mansoor was reported to be among the dead.  Tapi Khel, North Waziristan.",,
Ob73,18-Feb-10,Danda Darpakhel,155,,North Waziristan,,,,4,5,4-5,1 Taliban,,,,4,4,4,,,,,"Three named militants among up to 4-5 killed in vehicle in Danda Darpakhel, North Waziristan.","Mohammed Haqqani, a brother of the leader of the Haqqani Network, was killed with 3-4 others. A US intelligence official later boasted: â€œWe were gunning for Siraj but got his little brother insteadâ€. Also reported killed by one source were Nisar Wazir, â€˜the head of a little-known militant groupâ€™, Muhajireen Wal Ansar, and two â€˜Arabsâ€™. 
Danda Darpakhel, North Waziristan.",Ob65,
Ob74,24-Feb-10,Darga Mandi,156,,North Waziristan,,,,5,13,5-13,,5,6,5-6,6,6,6,1,1,1,,"5-6 civilians, including a small child, among up to 13 killed in attack on house and car in Dargi Mandi. North Waziristan.",Between eight and thirteen were killed  including at least five civilians and  â€˜three foreign fightersâ€™ and six people injured. In the attack on a house and car a three-year-old girl Naila was killed by shrapnel. A fake claim of the death of TTP leader Mohammad Qari Zaffar was made.  Dargi Mandi. North Waziristan.,,
Ob75,08-Mar-10,Miram Shah,157,,North Waziristan,,,,9,9,9,,,,Unknown,2,2,At least 2,,,,,"Nine al Qaeda, including Hussein al-Yemeni, killed in strike on hotel in Miranshah, North Waziristan.","An attack on a hotel in a bazaar kills Hussein al-Yemeni, linked to the December 2009 attack on a CIA base. Also killed were eight other alleged al Qaeda members.  A US counter-terrorism official later said: â€œThe strike that appears to have gotten him [was] a clean, precise action that shows these killers cannot hide even in relatively built-up places.""
Miranshah, North Waziristan.",,
Ob76,10-Mar-10,Mizar Madakhel,159,30-Dec-99,North Waziristan,,Hafiz Gul Bahadur,,8,8,8,,,,Possibly,12,12,12,,,,,"Eight killed in strike on house and car in Madakhel, North Waziristan.","Eight people were killed and twelve injured in an initial attack on a house/ compound and vehicle. Madakhel, North Waziristan.",,
Ob77,10-Mar-10,Mizar Madakhel,160,,North Waziristan,,Hafiz Gul Bahadur,,7,7,7,,4,7,4,,,Unknown,,,,,"Seven rescuers, at least four of them civilians, killed as they try to retrieve dead and injured, Datta Khel, North Waziristan.","A related attack to Ob75 killed up to seven rescuers (reportedly villagers or militants) using vehicles to pull the dead and injured from ruins. Mizar Madakhel, Datta Khel, North Waziristan.",Ob75,
Ob78,16-Mar-10,Datta Khel,161,,North Waziristan,,Hafiz Gul Bahadur,,10,11,10-11,8 al-Qaeda,0,0,0-3,2,2,2,,,,,"At least 10 killed including eight al Qaeda in Datta Khel, North Waziristan.","Ten or eleven were killed including eight al Qaeda ('a ranking Syrian and an Egyptian' included). Two people were injured. Eyewitness testimony later appeared in Newsweek: â€œThe roaring blasts from the American Hellfire missiles knocked him down. When the dust cleared, there was only a tangled mess of smoking metal where the cars had been.â€ The identities of the two or three other reported dead is unknown. Datta Khel, North Waziristan.",,
Ob79,17-Mar-10,Hamzoni,162,30-Dec-99,North Waziristan,,Hafiz Gul Bahadur,,5,5,5,,,,Possible,4,4,4,,,,,"Five alleged militants killed after two cars attacked in Hamzoni, North Waziristan.","Two moving cars were attacked killing five and injuring four.  One report notes: â€œthe driver of the first car sped away... two missiles missed the target and the third one hit the second car.â€ A nearby house was also damaged or destroyed. â€˜Foreignersâ€™ were reported among the dead. Hamzoni, North Waziristan.",,
Ob80,17-Mar-10,Mizar Madakhel,163,30-Dec-99,North Waziristan,,Hafiz Gul Bahadur,,5,5,5,,,,Unknown,,,Unknown,,,,,"Five alleged militants killed in strike on car in Mada Khel, North Waziristan.","Five people were killed, including two â€˜foreignersâ€™ in an attack on an alleged Hafiz Gul Bahadur compound and car. Mada Khel, North Waziristan.",,
Ob81,21-Mar-10,Inzar,164,,North Waziristan,,,,5,8,5-8,,,,Unknown,,,Unknown,,,,,"5-8 alleged militants killed in Lowari Mandi, North Waziristan.","Five to eight were killed in an attack on an alleged militant compound owned by â€˜a relative of a Taliban commander.â€™ Near Lowari Mandi, North Waziristan.",,
Ob82,23-Mar-10,Machis,165,,North Waziristan,,,,6,6,6,,,,Possible,3,3,3,,,,,"Six alleged militants killed in strike on car and house in Machis, North Waziristan.","A car parked next to a house and carrying alleged militants is attacked. Six people were killed and three injured. Machis, North Waziristan.",,
Ob83,27-Mar-10,Hurmuz,166,,North Waziristan,,,,4,4,4,,0,4,0-4,5,5,5,,,,,"Four people, possibly all civilians, killed in attack on houses in Hurmaz, North Waziristan.","Four people (possibly â€˜foreignersâ€™) were killed and five injured in an attack on houses in Hurmaz, North Waziristan.",,
Ob84,31-Mar-10,Tappi,167,30-Dec-99,North Waziristan,,,,5,6,5-6,,5,6,5-6,2,2,2,1,1,1,,"Five members of a family among up to six civilians killed in strike on ex-school in Tappi, North Waziristan.","Six people were killed and two injured in an attack on alleged militants at a former school. Five members of Zamir Gulâ€™s family were killed â€“ two women and three sons including a 14-year old. Hovering drones prevented the removal of the dead. Tappi, North Waziristan.",,
Ob85,12-Apr-10,Boya,168,,North Waziristan,,,,13,13,13,,8,13,8-13,2,2,At least 2,2,2,,,"At least eight civilians among 13 reported killed in Boya, North Waziristan.","The compound of â€˜local militant commander Tariq Khanâ€™ was attacked. At least eight and possibly all of the thirteen killed were reportedly civilians. Boya, North Waziristan.",,
Ob86,14-Apr-10,Ambar Shaga,169,30-Dec-99,North Waziristan,,,,4,4,4,,,,Unknown,1,3,1-3,,,,,"Four killed in car in Angar Shaga, North Waziristan.","Four â€˜Arab militantsâ€™ killed, one injured after pulling their car over to pray by the roadside. Angar Shaga, North Waziristan.",,
Ob87,16-Apr-10,Toorikhel,170,,North Waziristan,,,,3,4,3-4,,,,0,0,0,0,,,,,"At least three alleged militants and rescuers killed in attack in Toor Khel, North Waziristan.","An attack destroyed a car killing three and also targeted rescuers, killing a further three: 22 are injured. Drones then gave chase to an escaping car. Toor Khel, North Waziristan.",,
Ob88,24-Apr-10,Machi Khel,171,30-Dec-99,North Waziristan,,,,7,9,7-9,,,,Unknown,,,'Many',,,,,"7-9 alleged militants killed in Machi Khel, North Waziristan.","Seven to nine people were killed and â€˜severalâ€™ injured in an evening attack on a suspected militant house in Machi Khel, North Waziristan.",,
Ob89,26-Apr-10,Khushali,172,,North Waziristan,,,,6,8,6-8,,,,Unknown,3,3,3,,,,,"6-8 killed in attack on Taliban commanderâ€™s home in Khushali Toorkhel, North Waziristan.","The home of local Taliban leader Haleem Khan was targeted. Six to eight people were killed and three injured. Khan survived. Khushali Toorkhel, North Waziristan.",,
Ob90,03-May-10,Machi Khel,173,,North Waziristan,,,,4,6,4-6,,0,2,0-2,0,0,,,,,,"German militant Eric Breininger, alias Abdul Gaffar el-Almani, among 4-6 dead, two possibly civilians in Mir Ali, North Waziristan.","German militant Eric Breininger, alias Abdul Gaffar el-Almani was reported among six dead (two possibly civilians) following an attack on a car, which also damaged a house. Mir Ali, North Waziristan.",,
Ob91,09-May-10,Datta Khel,174,,North Waziristan,,,,10,10,10,,0,4,4,4,4,4,,,,,"10 killed including four reported civilians in attack on house in Datta Khel, North Waziristan.","The housing compound of Awar Gul was â€˜completely destroyedâ€™. At least six alleged militants were killed, with a Pakistani intelligence officer reporting four additional civilian deaths. Four people were also injured. Datta Khel, North Waziristan.",,
Ob92,11-May-10,Datta Khel,175,,North Waziristan,,,,13,14,13-14,,0,4,'Some',12,12,12,,,,,"Villagers among 13-14 dead in attack on car and house in Doga, Datta Khel, North Waziristan.","A swarm of drones fired 12 missiles at cars and a housing compound, killing 13-14 including, reportedly, villagers. Doga, Datta Khel, North Waziristan.",,
Ob93,11-May-10,Gurwak,176,,North Waziristan,,,,7,15,7-15,,0,0,0-5,4,4,4,,,,,"7-15 alleged militants killed in attack on Gorwek, North Waziristan.","Between seven and fifteen suspected militants were killed and four injured in an attack on a car or house, Gorwek, North Waziristan.",,
Ob94,15-May-10,Khyber,177,,Khyber Agency,,,,5,15,5-15,,0,2,2,15,15,15,,,,,5-15 killed including up to two civilians in first known attack on Khyber Agency.,"A house and two trucks were attacked in the first known strike in the Khyber Agency. Fifteen people reportedly killed, including local TTP commander Gul Saeed and two civilians. Bazaar-Zakhakhel, Khyber Agency.",,
Ob95,21-May-10,Boya,178,,North Waziristan,,,,10,12,10-12,,5,9,6,7,10,10,4,6,4,,"Al Qaedaâ€™s chief finance officer Mustafa Abu Yazid killed with at least nine others, six of them civilians, in Mohammad Khel, North Waziristan.","Four children (three named as Fatima, Nisar and Naeem Khan) and two women (wives of Shams Ullah) were reported among the dead after an attack on vehicles. Al Qaeda later confirmed that its chief finance official Mustafa Abu Yazid died, describing him as â€œthe Prince of financial Princes.â€ Mohammad Khel, North Waziristan.",,
Ob96,28-May-10,Mizai Nari,179,,South Waziristan,,,,8,12,8-12,,0,11,Possible,4,4,4,,,,,"8-12 killed including two named militants and possibly some civilians in Mizai Nara, South Waziristan.","Al Qaedaâ€™s Osama bin Ali bin al Dawsari and local Taliban leader, Omar Khaitab were reported among the dead following an attack which killed twelve. One report said that members of a family had died. Mizai Nara, South Waziristan.",,
Ob97,10-Jun-10,Norak,180,30-Dec-99,North Waziristan,,Haqqani?,,7,7,7,,4,4,4,,,Unknown,,,,,"Two named militants among seven killed in Khaddi or Norak, North Waziristan.","Three were killed (later named as al Qaedaâ€™s Sheikh Ihsanullah; Abu Ibrahim,  a commander of the Fursan-i-Mohammed Group; and an unnamed Turkish foreign fighter). Khaddi or Norak, North Waziristan.",,
Ob98,11-Jun-10,Maizer,181,,North Waziristan,,,,13,15,13-15,,,,Possible,10,12,10-12,,,,,"13-15 killed including â€˜foreignersâ€™ in Datta Khel, North Waziristan.","Thirteen or more people were reported killed (among them â€˜Arabs, Uzbeks and Chechensâ€™) and a dozen injured in a strike that destroyed two houses. Circling drones â€˜created panicâ€™ among villagers following the attack. Datta Khel, North Waziristan.",,
Ob99,19-Jun-10,Haider Khel,182,30-Dec-99,North Waziristan,,,,16,17,16-17,,,,,18,18,18,,,,,"Named al Qaeda commander among 16-17 alleged militants killed in Soheel, Mir Ali, North Waziristan.","Militant meeting inside a local water plant were attacked. A nearby house rented from Malik Mir Sharof was also destroyed. Up to 17 alleged militants were killed and 18 injured.  Al Qaedaâ€™s Sheikh Abu Ahmad Arkash  was later reported among the dead. Militants confirmed the strike. Soheel, Mir Ali, North Waziristan.",,
Ob100,26-Jun-10,Khushali,183,30-Dec-99,North Waziristan,,Hafiz Gul Bahadur?,,2,4,2-4,,,,Unknown,3,3,3,,,,,"2-4 killed in attack on house in Khushali Khel, North Waziristan.","Between two and four people were killed and three injured in an attack on the home of Hameedullah. The target was supposedly Hamza Mehsud, who survived. Khushali Khel, North Waziristan.",,
Ob101,27-Jun-10,Tabbi,184,30-Dec-99,North Waziristan,,,,6,6,6,,,,Unknown,4,4,4,,,,,"Six killed, including possible named Taliban commander, in Tappi Torkhel, North Waziristan.","Six people were killed and four were injured in an attack on a car and a house/ seminary Some reports claimed that  Taliban commander Hamza Mehsud was killed. Tappi Torkhel, North Waziristan.",,
Ob102,29-Jun-10,Kari Kot,185,,South Waziristan,Maulvi Nazir?,Nazir?,,7,10,7-10,,,,Unknown,4,4,4,,,,,"Named militant among 7-10 killed in attack on Karikot, South Waziristan.","Hamza al-Jufi, a long-time Egyptian resident of Waziristan and an alleged militant, was killed with up to nine others (including â€˜two Punjabi fighters and five local Talibanâ€™) in an attack on a house in Karikot, South Waziristan.",,
Ob103,15-Jul-10,Sheerani,110,30-Dec-99,North Waziristan,,,,10,14,10-14,,0,7,4-7,,,Unknown,,,,,"10-14 killed, including up to 7 civilians, in attack on house in Sheerani, North Waziristan","Up to 14 people were killed, including alleged â€˜foreign militantsâ€™ and â€œmany civiliansâ€ according to village elders cited in one report (BBC). The strike took place on a house in Sheerani, North Waziristan.",,
Ob104,24-Jul-10,Dwasarak,112,,South Waziristan,,,,16,18,16-18,,,,Unknown,24,24,At least 24,,,,,"16-18 alleged militants killed in attack on compound in Dwasarak, South Waziristan.","Between 16-18 alleged militants linked to local Taliban leader Maulana Halimullah were killed in an attack by two drones on a housing compound. â€œDozens were injuredâ€. Dwasarak, South Waziristan.",,
Ob105,25-Jul-10,Shaktoi,113,,North Waziristan,,Pakistan Taliban,,14,14,14,,,,,7,7,7,,,,,"14 alleged militants killed in Shaktoi, South Waziristan.","Fourteen suspected TTP militants were killed and seven injured (including five civilians in a nearby house). A car and housing compound were destroyed. Shaktoi, South Waziristan.",,
Ob106,25-Jul-10,Tabbi,114,30-Dec-99,North Waziristan,,,,4,7,4-7,,,,,2,4,2-4,,,,,"Attack kills 4-7 alleged Haqqani militants in Tabbi, North Waziristan.","An attack on a house killed four to seven people, who some reported were militants linked to the Haqqani Network. Tabbi, North Waziristan.",,
Ob107,25-Jul-10,Sararogha,115,,South Waziristan,,,,4,4,4,,,,,5,5,5,,,,,"Four alleged TTP militants killed in Landikhel, South Waziristan.","Four alleged TTP militants were killed and five injured as they reportedly ate dinner. Landikhel, South Waziristan.",,
Ob108,14-Aug-10,Issori,116,30-Dec-99,North Waziristan,,Pakistan Taliban or Haqqani,,14,14,14,1 Taliban commander,7,7,7,5,6,5-6,1,1,,,"Named Taliban commander killed with 13 others in strike on Issori, North Waziristan.","An attack during Ramadan prayers killed TTP local commander Amir Movia and other alleged militants (some â€˜foreignersâ€™). A nearby house was also hit. Thirteen people were killed and five injured at Issori, North Waziristan.",,
Ob109,21-Aug-10,Qutab Khel,117,,North Waziristan,,,,4,6,4-6,,0,4,0-4,2,2,2,,,,,"4-6 killed, possibly including civilians, in attack on car in Kutabkhel, North Waziristan.","Six people were killed and two injured in an attack on two cars. Although most reported the dead as militants, a subsequent report (Dawn) claimed that all the dead were civilians and that the intended target had left the area. Kutabkhel, North Waziristan.",,
Ob110,23-Aug-10,Danda Darpakhel,118,,North Waziristan,,Haqqani,,20,20,20,,7,9,10,15,15,15,3,3,3,,"20 killed including 10 civilians in strike that supposedly led to change in CIA tactics. Darga Mandi, North Waziristan.","Ten civilians including four women and three children were killed in an attack on an alleged Haqqani Network compound. Although ten alleged militants died, among the dead were Bismullah, his wife and two young children. They left behind three orphans. [http://thebureauinvestigates.com/2011/07/18/the-cia-drone-strike-that-rewrote-the-rules/]. The CIA later claimed that it had changed its rules of engagement following this strike. It insists that â€œno civilians have diedâ€ in Pakistan drone strikes since this date. Darga Mandi, North Waziristan.",,
Ob111,23-Aug-10,Darga Mandi,119,,North Waziristan,,Haqqani,,5,7,5-7,,0,0,0-5,3,12,3,,,,,"5-7 killed in attack on compound in Derga Mandai, North Waziristan.","An alleged Taliban compound was attacked, killing five people and injuring three.  Derga Mandai, North Waziristan.",,
Ob112,27-Aug-10,Shahidano,120,30-Dec-99,Kurram Agency,,,,9,9,9,,,,,2,2,At least 2,,,,,Nine alleged militants killed in attack on trucks in Kurram Agency.,"Two vehicles 'recently crossed from Afghanistan' were destroyed in a rare Kurram Agency attack. Nine suspected Haqqani Network (or TTP) militants were killed and two injured. Shaheedanoon Dand, Kurram Agency.",,
Ob113,27-Aug-10,Badshah Kot,121,,Kurram Agency,,,,0,0,Unknown,,,,Unknown,,,Unknown,,,,,"A strike destroyed a residential compound. No casualty figures are available. Badshah Kot, Kurram Agency","A strike destroyed a residential compound. No casualty figures are available. Badshah Kot, Kurram Agency",,
Ob114,27-Aug-10,Taaloo Ganj,122,30-Dec-99,Kurram Agency,,,,3,3,3,,,,,,,Unknown,,,,,"Three alleged miltants killed in attack on house in Taaloo Ganj, Kurram Agency.","In the final of three related attacks, a strike killed three alleged Haqqani militants and damaged a nearby mosque. Taaloo Ganj, Kurram Agency.",,
Ob115,03-Sep-10,Miram Shah,123,,North Waziristan,,,,6,9,6-9,,,,,3,3,3,,,,,"6-9 alleged militants killed in attack on house in Miranshah, North Waziristan.","Between six and nine people (â€˜four foreigners and six local tribesmenâ€™) were killed and three wounded in an attack on alleged militants in a house in Miranshah, North Waziristan.",,
Ob116,03-Sep-10,Datta Khel,124,,North Waziristan,,,,2,4,2-4,,,,,2,2,2,,,,,"2-4 killed in strike in Datta Khel, North Waziristan.","Conflicting accounts suggest that a car or compound was attacked, with two to four people killed (possibly â€˜foreignersâ€™) and 'a few others' injured. Datta Khel, North Waziristan.",,
Ob117,04-Sep-10,Datta Khel,125,,North Waziristan,,,,8,8,8,,,,,12,12,12,,,,,"Eight alleged militants killed in attack on vehicle in Datta Khel, North Waziristan.","Eight alleged militants (â€˜five locals and three foreignersâ€™) were killed and twelve people injured in an attack on a compound and vehicle in Datta Khel, North Waziristan.",,
Ob118,06-Sep-10,Khar Qamar,126,,North Waziristan,,,,6,6,6,,,,,,,Unknown,,,,,Six alleged militants were killed in an attack on a car. Khar Qamar area of North Waziristan.,Six alleged militants were killed in an attack on a car. Khar Qamar area of North Waziristan.,,
Ob119,08-Sep-10,Danda Darpakhel,127,,North Waziristan,,,,10,10,10,,4,4,4,2,2,2,4,4,4,,"Four children and 6 alleged militants killed in attack on houses in Danda Darpakhel, North Waziristan.","Four children, relatives of Din Mohammad, and six alleged Haqqani Network militants were killed in the first of two attacks of the day in the area. Two houses were destroyed. The Bureauâ€™s researchers in Waziristan report: â€œDin Mohammadâ€™s son, nephew and two daughters were killed. His son was a student of the Waziristan Cadet School in Miram Shah. The other children were below school-going age. Villagers in Danda Darpakhel insist Din Mohammad wasnâ€™t a Taliban militant. His house was adjacent to a compound that served as hideout of the Haqqani Network fighters. Six militants in that compound were killed, but the missile strike also hit Din Mohammadâ€™s house and killed the young children.â€
Danda Darpakhel area, North Waziristan.",,
Ob120,08-Sep-10,Ambar Shaga,128,,North Waziristan,,,,4,4,4,,0,4,0-4,1,1,1,,,,,"Four alleged militants killed in strike on car in Ambar Shaga, North Waziristan.","Four people (described by one source as â€˜foreignersâ€™) were killed in their car by a strike that also injured one man. Ambar Shaga, North Waziristan.",,
Ob121,08-Sep-10,Danda Darpakhel,129,,North Waziristan,,,,10,10,At least 10,,,,,5,5,5,,,,,"Two named militants, including a Briton and Uzbek, killed with at least eight others in strike on compound in Danda Darpakhel, North Waziristan.","Ten or more people were killed in a fresh attack on Danda Darpakhel.  British 'Taliban supporter' Abdul Jabbar was later reported killed along with Uzbek commander 'Qureshi'. Al Qaeda's Fahd Mohammad Ahmed al-Quso, supposedly killed in the strike, emerged alive in December 2010 (he was also been reported killed on 4th October 2010). Danda Darpakhel, North Waziristan.",,
Ob122,09-Sep-10,Miram Shah,130,,North Waziristan,,IMU,,6,6,6,,,,,5,5,5,,,,,"Six alleged militants killed in attack on house in Miranshah, North Waziristan.","Six alleged Uzbek militants were killed and five people injured in an attack on a house or compound. Locals made an announcement from the mosque for help with the rescue. Miranshah, North Waziristan.",,
Ob123,12-Sep-10,Newey Adda,131,30-Dec-99,North Waziristan,,,,5,7,5-7,,,,,2,2,At least 2,,,,,"5-7 alleged militants killed in attack on house in Newey Adda, North Waziristan.","Seven suspected militants were killed including 'two Arabsâ€™ in an attack on a house. At least two people needed medical treatment. 
Newey Adda, North Waziristan.",,
Ob124,14-Sep-10,Bushnarai,132,30-Dec-99,North Waziristan,,,,11,12,11-12,,,,Unknown,4,4,4,,,,,"11-12 alleged Haqqani militants killed in strike on house in Bushnarai, North Waziristan.","Up to twelve reported militants were killed and four injured in an attack on an alleged Haqqani Network housing compound. Local villagers led the rescue operation. Bushnarai, North Waziristan.",,
Ob125,14-Sep-10,Qutab Khel,133,,North Waziristan,,Haqqani,,4,4,4,,,,,,,Unknown,,,,,"Saifullah Haqqani among four dead when car destroyed in Qutabkhel, North Waziristan.","Four alleged Haqqani militants were killed when a car was destroyed.  Commander Saifullah Haqqani was later reported among the dead. Qutabkhel, North Waziristan.",,
Ob126,15-Sep-10,Darga Mandi,134,30-Dec-99,North Waziristan,,Haqqani,,12,15,12-15,,5,5,5,5,5,5,,,,,"Up to 15 killed including civilian rescuers in attack on alleged militant compound in Dargha Mandi, North Waziristan.","Villagers fled in panic before dawn as up to eleven drones attacked two housing compounds linked to the Haqqani Network.  Among up to fifteen dead were reportedly civilian rescuers, killed when the drones struck again. Dargha Mandi, North Waziristan.",,
Ob127,15-Sep-10,Pai Khel,135,,North Waziristan,,,,5,7,5-7,,,,Unknown,3,3,3,,,,,"5-7 alleged militants killed in strike on housing compound in Payakhel, North Waziristan.","Five to seven alleged militants were killed and three people injured in an attack on a housing compound in Payakhel, North Waziristan.",,
Ob128,19-Sep-10,Deegan,186,,North Waziristan,,Haqqani,,4,9,4-9,,5,5,5,,,Unknown,,,,,"4 alleged Haqqani militants killed and possibly 5 civilians in strike in Deghan, Datta Khel, North Waziristan.","A vehicle was destroyed and four suspected Haqqani militants were killed. Five local welfare workers were also reported killed (The Nation) when a second vehicle was apparently struck. Deghan, Datta Khel, North Waziristan.",,
Ob129,20-Sep-10,Darazinda,187,,North Waziristan,,,,6,6,6,,0,3,0-3,,,,,,,,Six killed including up to three civilians in a a strike on a motorbike and rescuers.,"An attack killed two or three alleged militants on a motorbike, and then killed two or three others retrieving the bodies. Reports vary on whether the rescuers were militants or civilians. Darazinda, North Waziristan.",,
Ob130,21-Sep-10,Khand Morsak,188,,South Waziristan,Maulvi Nazir,Nazir,,7,8,7-8,,,,Unknown,5,5,5,,,,,"7-8 alleged militants killed in attack on car in Khand Morsak, South Waziristan.","Up to eight suspected militants were killed and five people injured in the first strike in South Waziristan for many weeks.  The attack on a vehicle was, according to one report, aimed at militant Mullah Shamsullah (not killed). Possible â€˜baitâ€™ for Ob 130 Khand Morsak, South Waziristan.",Ob130,
Ob131,21-Sep-10,Azam Warsak,189,,South Waziristan,Maulvi Nazir,Nazir,,16,16,16,,,,,,,,,,,,"Failed attack on militant leader (possibly at funeral) kills 16 in Azam Warsak, South Waziristan.","Confused reports of an attack on either a bazaar, a house, or the funeral of victims of Ob129 killed 16 alleged militants, including, it was claimed, Maulvi Nazirâ€™s second in command  Mullah Shamsullah. (NATO later reportedly killed Shamsullah in Afghanistan in April 2011)  Azam Warsak, South Waziristan.",,
Ob132,25-Sep-10,Datta Khel,191,,North Waziristan,,,,4,4,4,,,,,,,,,,,,"3 named al Qaeda including a commander among 4 dead in Miranshah, North Waziristan.","Al Qaedaâ€™s operational commander in Pakistan, Shaikh al-Fatah, aka Abdul Razzak, was killed along with Haji Niaz,  Naimatullah and one other when a car was destroyed near Miranshah, North Waziristan.",,
Ob133,26-Sep-10,Lawra Mandi,192,,North Waziristan,,,,4,4,4,,,,,2,2,2,,,,,"4 alleged militants killed in attack on truck in Lawra Mandi, Datta Khel.","Four suspected militants were killed and two injured in an attack on a truck and house. The first of three attacks. Lawra Mandi, Datta Khel",,
Ob134,26-Sep-10,Miram Shah,193,,North Waziristan,,,,3,5,3-5,,0,0,0-5,2,2,2,,,,,"3-5 killed, possibly civilians, in attack on jeep in Miranshah, North Waziristan.","A Jeep was destroyed and three to five people were killed (only one source, GeoTV, describes them as militants) in an attack involving up to seven drones. West of Miranshah, North Waziristan.",,
Ob135,26-Sep-10,Sheerani,194,,North Waziristan,,,,2,3,2-3,,0,0,0-3,,,,,,,,"2-3 people killed in attack on vehicle in Sherani, North Waziristan.","In the third attack on a vehicle in a day two or three people were killed in Sherani, North Waziristan.",,
Ob136,27-Sep-10,Khushali,195,,North Waziristan,,,,3,4,3-4,,,,Unknown,,,,,,,,"3-4 alleged militants killed in strike on house in Khushali Toorikhel, North Waziristan.","Up to four alleged militants were killed in an attack on a house or â€˜rebel compoundâ€™ in Khushali Toorikhel, North Waziristan.",,
Ob137,28-Sep-10,Zeba,196,,South Waziristan,,,,4,4,4,,,,Unknown,,,,,,,,"4 alleged militants killed in attack on house in Zeba, South Waziristan.","Four suspected militants were killed in an attack on a house or compound possibly linked to Maulvi Nazir in Zeba, South Waziristan.",,
Ob138,02-Oct-10,Asar Village,197,,North Waziristan,,Hafiz Gul Bahadur,,9,10,9-10,,,,,2,4,2-4,,,,,"At least nine alleged militants killed including (possibly) named TTP commander. Asar, Datta Khel, North Waziristan.","Up to ten people were killed, including reportedly the Pakistan Talibanâ€™s â€˜suicide bombing mastermindâ€™ Qari Hussain, in a strike on a house. Yet the United States designated Hussain a terrorist on January 20th 2011:â€Qari Hussain is one of TTPâ€™s top lieutenants and also serves as the trainer and organizer of the groupâ€™s suicide bombers. Training camps organized by Hussain are notorious for recruiting and training men of all ages as suicide bombers, and Hussain has gained particular notoriety for his heavy recruitment of children.â€ [http://www.state.gov/r/pa/prs/ps/2011/01/155030.htm]  Asar, Datta Khel, North Waziristan.",,
Ob139,02-Oct-10,Inzarkas,198,30-Dec-99,North Waziristan,,,,8,14,8-14,,,,0,2,2,2,,,,,"8-14 people, possibly militants, killed in attack in Inzarkas, North Waziristan.","A double strike on a house and car killed up to nine people (only one source refers to them as militants) and injured two. Inzarkas, North Waziristan.",,
Ob140,04-Oct-10,Mir Ali,199,,North Waziristan,,,,5,9,5-9,,0,3,0-3,2,2,2,,,,,"5-9 killed, including a named German-Turk, a named German-Iranian and a named Briton.","A strike against a mosque reportedly killed a number of alleged German militants (initially reported to be eight individuals) and possibly one Briton. Reports remain confused about who actually died that day. Confirmed killed are German-Turkish Binyamin Erdogan aka Imran der Deutsch, whose brother Emrah survived the attack; and German-Iranian Shahab Dashti. Also possibly killed were Hayrettin Burhan Sauerland, German-Turkish; Abdul Aziz Taciki and Hattab Taciki; and one Briton named as Abdul Jabbar. Others reported killed at the time have since been shown to be alive.",Ob142,
Ob141,06-Oct-10,Miram Shah,200,,North Waziristan,,Haqqani,,5,6,5-6,,,,Unknown,4,4,4,,,,,"Failed attack on named al Qaeda commander kills 5-6 in Miranshah, North Waziristan.","Al Qaeda strategist Mohammad Usman was reported â€˜deadâ€™ (he was â€˜killedâ€™ again in June 2011) along with up to five others in an attack later reported as targeted at â€˜high-profile Arabs, Uzbeks and Europeansâ€™ (LA Times). Four people were also injured in the attack on a house and car. Miranshah, North Waziristan.",,
Ob142,06-Oct-10,Hurmuz,201,,North Waziristan,,,,3,5,3-5,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in attack on house in Hurmuz, Mir Ali, North Waziristan.","The home of Salim or Qasim Khan Dawar was destroyed and up to five alleged militants were killed. Hurmuz, Mir Ali, North Waziristan.",,
